# x_m,y_m,w_tr_right_m,w_tr_left_m
37.0517,-13.4463,1.2578,1.2578
37.4125,-13.9667,1.2563,1.2563
37.7960,-14.4871,1.2529,1.2529
38.2139,-15.0075,1.2650,1.2650
38.6910,-15.5341,1.2803,1.2803
39.2150,-16.0148,1.2703,1.2703
39.7354,-16.4179,1.2534,1.2534
40.2558,-16.7611,1.2572,1.2572
40.7762,-17.0633,1.2580,1.2580
41.2966,-17.3493,1.2582,1.2582
41.8170,-17.6402,1.2591,1.2591
42.3374,-17.9327,1.2581,1.2581
42.8578,-18.1614,1.2205,1.2205
43.3782,-18.3019,1.2160,1.2160
43.8986,-18.4160,1.3556,1.3556
44.4365,-18.5672,1.6788,1.6788
44.9291,-18.6200,1.9902,1.9902
45.1253,-18.3415,1.9311,1.9311
45.0324,-17.8117,1.5688,1.5688
44.8964,-17.2842,1.2752,1.2752
44.7811,-16.7638,1.1790,1.1790
44.6099,-16.2434,1.2225,1.2225
44.3265,-15.7230,1.2630,1.2630
43.9782,-15.2026,1.2579,1.2579
43.6429,-14.6822,1.2553,1.2553
43.3044,-14.1618,1.2545,1.2545
42.9733,-13.6414,1.2553,1.2553
42.6359,-13.1210,1.2540,1.2540
42.3042,-12.6006,1.2566,1.2566
41.9676,-12.0802,1.2538,1.2538
41.6318,-11.5598,1.2550,1.2550
41.3039,-11.0394,1.2563,1.2563
40.9682,-10.5190,1.2578,1.2578
40.6361,-9.9986,1.2585,1.2585
40.3003,-9.4782,1.2550,1.2550
39.9637,-8.9578,1.2552,1.2552
39.6320,-8.4374,1.2544,1.2544
39.2946,-7.9170,1.2541,1.2541
38.9635,-7.3966,1.2566,1.2566
38.6264,-6.8762,1.2539,1.2539
38.2943,-6.3558,1.2565,1.2565
37.9585,-5.8354,1.2561,1.2561
37.6236,-5.3150,1.2588,1.2588
37.2866,-4.7946,1.2555,1.2555
36.9482,-4.2742,1.2554,1.2554
36.6161,-3.7538,1.2542,1.2542
36.2790,-3.2334,1.2559,1.2559
35.9479,-2.7130,1.2574,1.2574
35.6098,-2.1926,1.2574,1.2574
35.2744,-1.6722,1.2551,1.2551
34.9362,-1.1518,1.2541,1.2541
34.6052,-0.6314,1.2554,1.2554
34.2680,-0.1110,1.2556,1.2556
33.9360,0.4094,1.2591,1.2591
33.6001,0.9298,1.2572,1.2572
33.2653,1.4502,1.2587,1.2587
32.9283,1.9706,1.2555,1.2555
32.5898,2.4910,1.2549,1.2549
32.2619,3.0114,1.2575,1.2575
31.9262,3.5318,1.2560,1.2560
31.5933,4.0522,1.2556,1.2556
31.2622,4.5726,1.2564,1.2564
30.9295,5.0930,1.2573,1.2573
30.5990,5.6134,1.2569,1.2569
30.2682,6.1338,1.2565,1.2565
29.9396,6.6542,1.2568,1.2568
29.6116,7.1746,1.2577,1.2577
29.2789,7.6950,1.2551,1.2551
28.9499,8.2154,1.2540,1.2540
28.6212,8.7358,1.2547,1.2547
28.2912,9.2562,1.2545,1.2545
27.9628,9.7766,1.2552,1.2552
27.6403,10.2970,1.2584,1.2584
27.3108,10.8174,1.2577,1.2577
26.9840,11.3378,1.2573,1.2573
26.6542,11.8582,1.2568,1.2568
26.3205,12.3786,1.2556,1.2556
25.9857,12.8990,1.2529,1.2529
25.6544,13.4194,1.2557,1.2557
25.3210,13.9398,1.2544,1.2544
24.9836,14.4602,1.2553,1.2553
24.6525,14.9806,1.2579,1.2579
24.3148,15.5010,1.2577,1.2577
23.9722,16.0214,1.2569,1.2569
23.6331,16.5418,1.2552,1.2552
23.2989,17.0622,1.2566,1.2566
22.9525,17.5826,1.2590,1.2590
22.6035,18.1030,1.2567,1.2567
22.2671,18.6234,1.2544,1.2544
21.9328,19.1438,1.2531,1.2531
21.5864,19.6642,1.2558,1.2558
21.2384,20.1846,1.2585,1.2585
20.8937,20.7050,1.2590,1.2590
20.5456,21.2254,1.2583,1.2583
20.1976,21.7458,1.2583,1.2583
19.8529,22.2662,1.2590,1.2590
19.5048,22.7866,1.2592,1.2592
19.1584,23.3070,1.2551,1.2551
18.8242,23.8274,1.2544,1.2544
18.4851,24.3478,1.2573,1.2573
18.1425,24.8682,1.2558,1.2558
17.8048,25.3886,1.2545,1.2545
17.4729,25.9090,1.2554,1.2554
17.1420,26.4294,1.2554,1.2554
16.8193,26.9498,1.2583,1.2583
16.4893,27.4702,1.2550,1.2550
16.1636,27.9906,1.2544,1.2544
15.8434,28.5110,1.2557,1.2557
15.5235,29.0314,1.2575,1.2575
15.1992,29.5518,1.2550,1.2550
14.8753,30.0722,1.2544,1.2544
14.5547,30.5926,1.2553,1.2553
14.2358,31.1130,1.2566,1.2566
13.9168,31.6334,1.2560,1.2560
13.5962,32.1538,1.2564,1.2564
13.2741,32.6742,1.2574,1.2574
12.9462,33.1946,1.2553,1.2553
12.6209,33.7150,1.2521,1.2521
12.2957,34.2354,1.2534,1.2534
11.9704,34.7558,1.2559,1.2559
11.6452,35.2762,1.2566,1.2566
11.3179,35.7966,1.2575,1.2575
10.9864,36.3170,1.2566,1.2566
10.6507,36.8374,1.2536,1.2536
10.3220,37.3578,1.2552,1.2552
9.9909,37.8782,1.2564,1.2564
9.6582,38.3986,1.2573,1.2573
9.3269,38.9190,1.2570,1.2570
8.9934,39.4394,1.2554,1.2554
8.6581,39.9598,1.2529,1.2529
8.3270,40.4802,1.2550,1.2550
7.9956,41.0006,1.2565,1.2565
7.6657,41.5210,1.2574,1.2574
7.3344,42.0414,1.2573,1.2573
7.0007,42.5618,1.2556,1.2556
6.6659,43.0822,1.2529,1.2529
6.3353,43.6026,1.2556,1.2556
6.0038,44.1230,1.2568,1.2568
5.6732,44.6434,1.2568,1.2568
5.3405,45.1638,1.2571,1.2571
5.0094,45.6842,1.2557,1.2557
4.6781,46.2046,1.2545,1.2545
4.3455,46.7250,1.2537,1.2537
4.0214,47.2454,1.2572,1.2572
3.6930,47.7658,1.2555,1.2555
3.3631,48.2862,1.2546,1.2546
3.0358,48.8066,1.2558,1.2558
2.7091,49.3270,1.2568,1.2568
2.3792,49.8474,1.2552,1.2552
2.0504,50.3678,1.2556,1.2556
1.7277,50.8882,1.2583,1.2583
1.3986,51.4086,1.2549,1.2549
1.0689,51.9290,1.2546,1.2546
0.7429,52.4494,1.2563,1.2563
0.4150,52.9698,1.2550,1.2550
0.0850,53.4902,1.2540,1.2540
-0.2428,54.0106,1.2549,1.2549
-0.5688,54.5310,1.2564,1.2564
-0.8985,55.0514,1.2546,1.2546
