# x_m,y_m,w_tr_right_m,w_tr_left_m
-2.1406,2.4700,0.7001,0.7001
-2.1500,2.5500,0.6910,0.6910
-2.1594,2.6300,0.6818,0.6818
-2.1687,2.7100,0.6759,0.6759
-2.1796,2.7900,0.6730,0.6730
-2.1917,2.8700,0.6672,0.6672
-2.2036,2.9500,0.6632,0.6632
-2.2159,3.0300,0.6672,0.6672
-2.2315,3.1100,0.6763,0.6763
-2.2449,3.1900,0.6763,0.6763
-2.2547,3.2700,0.6688,0.6688
-2.2640,3.3500,0.6536,0.6536
-2.2710,3.4300,0.6290,0.6290
-2.2787,3.5100,0.6057,0.6057
-2.2882,3.5900,0.5917,0.5917
-2.2908,3.6700,0.5890,0.5890
-2.2898,3.7500,0.5897,0.5897
-2.2961,3.8300,0.5856,0.5856
-2.3062,3.9100,0.5847,0.5847
-2.3105,3.9900,0.5886,0.5886
-2.3091,4.0700,0.5944,0.5944
-2.3140,4.1500,0.5964,0.5964
-2.3286,4.2300,0.5910,0.5910
-2.3396,4.3100,0.5911,0.5911
-2.3397,4.3900,0.5990,0.5990
-2.3468,4.4700,0.5913,0.5913
-2.3626,4.5500,0.5700,0.5700
-2.3703,4.6300,0.5593,0.5593
-2.3708,4.7100,0.5592,0.5592
-2.3807,4.7900,0.5493,0.5493
-2.3900,4.8700,0.5400,0.5400
-2.3896,4.9500,0.5404,0.5404
-2.3924,5.0300,0.5376,0.5376
-2.4028,5.1100,0.5272,0.5272
-2.4105,5.1900,0.5195,0.5195
-2.4100,5.2700,0.5200,0.5200
-2.4100,5.3500,0.5200,0.5200
-2.4100,5.4300,0.5200,0.5200
-2.4100,5.5100,0.5200,0.5200
-2.4100,5.5900,0.5200,0.5200
-2.4100,5.6700,0.5200,0.5200
-2.4100,5.7500,0.5200,0.5200
-2.4100,5.8300,0.5200,0.5200
-2.4100,5.9100,0.5200,0.5200
-2.4107,5.9900,0.5193,0.5193
-2.4079,6.0700,0.5218,0.5218
-2.3935,6.1500,0.5372,0.5372
-2.3669,6.2300,0.5687,0.5687
-2.3168,6.3105,0.6232,0.6232
-2.2418,6.3874,0.6985,0.6985
-2.1646,6.4571,0.7770,0.7770
-2.0897,6.5220,0.8407,0.8407
-2.0100,6.5874,0.8946,0.8946
-1.9300,6.6598,0.9533,0.9533
-1.8500,6.7356,1.0262,1.0262
-1.7700,6.7491,1.0369,1.0369
-1.6900,6.7012,0.9807,0.9807
-1.6100,6.6476,0.9192,0.9192
-1.5300,6.5994,0.8688,0.8688
-1.4500,6.5526,0.8249,0.8249
-1.3700,6.5092,0.7916,0.7916
-1.2900,6.4563,0.7592,0.7592
-1.2100,6.4026,0.7401,0.7401
-1.1278,6.3527,0.7112,0.7112
-1.0554,6.2938,0.6666,0.6666
-1.0011,6.2219,0.6283,0.6283
-0.9692,6.1400,0.6137,0.6137
-0.9406,6.0600,0.6023,0.6023
-0.9188,5.9800,0.5979,0.5979
-0.9063,5.9000,0.5970,0.5970
-0.8960,5.8200,0.5930,0.5930
-0.8802,5.7400,0.5799,0.5799
-0.8654,5.6600,0.5796,0.5796
-0.8508,5.5800,0.5890,0.5890
-0.8426,5.5000,0.5917,0.5917
-0.8295,5.4200,0.5902,0.5902
-0.8100,5.3400,0.5951,0.5951
-0.7989,5.2600,0.6016,0.6016
-0.7944,5.1800,0.6027,0.6027
-0.7807,5.1000,0.6040,0.6040
-0.7682,5.0200,0.6006,0.6006
-0.7576,4.9400,0.6031,0.6031
-0.7504,4.8600,0.6122,0.6122
-0.7459,4.7800,0.6131,0.6131
-0.7312,4.7000,0.6158,0.6158
-0.7152,4.6200,0.6248,0.6248
-0.7028,4.5400,0.6371,0.6371
-0.6944,4.4600,0.6466,0.6466
-0.6854,4.3800,0.6528,0.6528
-0.6699,4.3000,0.6564,0.6564
-0.6507,4.2200,0.6625,0.6625
-0.6380,4.1400,0.6718,0.6718
-0.6237,4.0600,0.6864,0.6864
-0.5992,3.9800,0.7049,0.7049
-0.5728,3.9000,0.7190,0.7190
-0.5498,3.8200,0.7310,0.7310
-0.5229,3.7400,0.7473,0.7473
-0.4947,3.6600,0.7522,0.7522
-0.4621,3.5800,0.7471,0.7471
-0.4337,3.5000,0.7424,0.7424
-0.4067,3.4200,0.7414,0.7414
-0.3791,3.3400,0.7380,0.7380
-0.3546,3.2600,0.7389,0.7389
-0.3217,3.1800,0.7349,0.7349
-0.2950,3.1000,0.7388,0.7388
-0.2663,3.0200,0.7433,0.7433
-0.2379,2.9400,0.7418,0.7418
-0.2043,2.8600,0.7409,0.7409
-0.1658,2.7800,0.7471,0.7471
-0.1253,2.7000,0.7561,0.7561
-0.0861,2.6200,0.7618,0.7618
-0.0464,2.5400,0.7665,0.7665
-0.0077,2.4600,0.7729,0.7729
0.0361,2.3800,0.7863,0.7863
0.0837,2.3000,0.8045,0.8045
0.1348,2.2200,0.8229,0.8229
0.1851,2.1400,0.8333,0.8333
0.2364,2.0600,0.8362,0.8362
0.2941,1.9800,0.8350,0.8350
0.3564,1.8992,0.8287,0.8287
0.4195,1.8217,0.8198,0.8198
0.4903,1.7489,0.7958,0.7958
0.5696,1.6805,0.7569,0.7569
0.6500,1.6264,0.7243,0.7243
0.7300,1.5848,0.7013,0.7013
0.8100,1.5469,0.6829,0.6829
0.8900,1.5092,0.6620,0.6620
0.9700,1.4769,0.6363,0.6363
1.0500,1.4441,0.6100,0.6100
1.1300,1.4101,0.5862,0.5862
1.2100,1.3819,0.5759,0.5759
1.2900,1.3624,0.5703,0.5703
1.3700,1.3532,0.5677,0.5677
1.4500,1.3471,0.5675,0.5675
1.5300,1.3388,0.5630,0.5630
1.6100,1.3312,0.5537,0.5537
1.6900,1.3300,0.5499,0.5499
1.7700,1.3288,0.5511,0.5511
1.8500,1.3212,0.5587,0.5587
1.9300,1.3124,0.5724,0.5724
2.0100,1.3091,0.5909,0.5909
2.0900,1.3046,0.6127,0.6127
2.1700,1.3000,0.6276,0.6276
2.2500,1.2954,0.6271,0.6271
2.3300,1.2898,0.6294,0.6294
2.4100,1.2939,0.6481,0.6481
2.4900,1.2986,0.6649,0.6649
2.5700,1.3012,0.6721,0.6721
2.6500,1.3107,0.6851,0.6851
2.7300,1.3195,0.6988,0.6988
2.8100,1.3203,0.7007,0.7007
2.8900,1.3278,0.7079,0.7079
2.9712,1.3371,0.7172,0.7172
3.0474,1.3642,0.7447,0.7447
3.1123,1.4249,0.7914,0.7914
3.1748,1.5025,0.7987,0.7987
3.2453,1.5792,0.7568,0.7568
3.3179,1.6600,0.7183,0.7183
3.3874,1.7400,0.6856,0.6856
3.4548,1.8208,0.6531,0.6531
3.5309,1.8975,0.6214,0.6214
3.6099,1.9719,0.5940,0.5940
3.6787,2.0492,0.5769,0.5769
3.7407,2.1300,0.5626,0.5626
3.7989,2.2100,0.5519,0.5519
3.8534,2.2900,0.5482,0.5482
3.9100,2.3700,0.5400,0.5400
3.9626,2.4500,0.5328,0.5328
4.0168,2.5300,0.5207,0.5207
4.0675,2.6100,0.5096,0.5096
4.1165,2.6900,0.5020,0.5020
4.1863,2.7955,0.5000,0.5000
